TITLE;Computer Science
Distributed Decoding of Convolutional Network Error Correction Codes;1
Temperature induced phase transition from cycloidal to collinear antiferromagnetism in multiferroic Bi$_{0.9}$Sm$_{0.1}$FeO$_3$ driven by $f$-$d$ induced magnetic anisotropy;0
POSEYDON - Converting the DAFNE Collider into a double Positron Facility: a High Duty-Cycle pulse stretcher and a storage ring;1
Phase diagram of hydrogen and a hydrogen-helium mixture at planetary conditions by Quantum Monte Carlo simulations;0
Identifying exogenous and endogenous activity in social media;1
Water flow in Carbon and Silicon Carbide nanotubes;1
Multidimensional extremal dependence coefficients;0
A general framework for data-driven uncertainty quantification under complex input dependencies using vine copulas;1
Pachinko Prediction: A Bayesian method for event prediction from social media data;1
A Digital Hardware Fast Algorithm and FPGA-based Prototype for a Novel 16-point Approximate DCT for Image Compression Applications;1
Resurrecting the sigmoid in deep learning through dynamical isometry: theory and practice;0
Singular perturbation for abstract elliptic equations and application;0
Pruning and Nonparametric Multiple Change Point Detection;0
Context encoding enables machine learning-based quantitative photoacoustics;1
Simulating the interaction between a falling super-quadric object and a soap film;1
Power Flow Analysis Using Graph based Combination of Iterative Methods and Vertex Contraction Approach;1
A GAMP Based Low Complexity Sparse Bayesian Learning Algorithm;1
Sub-Nanometer Channels Embedded in Two-Dimensional Materials;0
Emotion in Reinforcement Learning Agents and Robots: A Survey;0
Tensor Networks in a Nutshell;0
Cheryl's Birthday;0
Never Forget: Balancing Exploration and Exploitation via Learning Optical Flow;0
Lenient Multi-Agent Deep Reinforcement Learning;0
A New Framework for Synthetic Aperture Sonar Micronavigation;0
Emotionalism within People-Oriented Software Design;1
Quantifying the Estimation Error of Principal Components;0
On Convex Programming Relaxations for the Permanent;0
Many cubic surfaces contain rational points;1
Representation learning of drug and disease terms for drug repositioning;1
Analysis of a remarkable singularity in a nonlinear DDE;0
Characterization of Lipschitz functions in terms of variable exponent Lebesgue spaces;1
Superconductivity Induced by Interfacial Coupling to Magnons;0
Privacy Assessment of De-identified Opal Data: A report for Transport for NSW;1
On the Importance of Correlations in Rational Choice: A Case for Non-Nashian Game Theory;1
Reliable estimation of prediction uncertainty for physico-chemical property models;1
Rethinking Split Manufacturing: An Information-Theoretic Approach with Secure Layout Techniques;0
Unsupervised robotic sorting: Towards autonomous decision making robots;0
Beyond Whittle: Nonparametric correction of a parametric likelihood with a focus on Bayesian time series analysis;0
A consistent approach to unstructured mesh generation for geophysical models;0
Metric Map Merging using RFID Tags & Topological Information;0
Learning Local Feature Aggregation Functions with Backpropagation;0
Sub-harmonic Injection Locking in Metronomes;0
Spin Seebeck effect in a polar antiferromagnet $α$-Cu$_{2}$V$_{2}$O$_{7}$;0
Mackey algebras which are Gorenstein;0
Efficient acquisition rules for model-based approximate Bayesian computation;1
Active Learning for Regression Using Greedy Sampling;0
Centroid estimation based on symmetric KL divergence for Multinomial text classification problem;1
Rapid Near-Neighbor Interaction of High-dimensional Data via Hierarchical Clustering;1
Evolution and Recent Developments of the Gaseous Photon Detectors Technologies;0
Superconducting Qubit-Resonator-Atom Hybrid System;1
Heroes and Zeroes: Predicting the Impact of New Video Games on Twitch.tv;1
Variational Autoencoders for Learning Latent Representations of Speech Emotion: A Preliminary Study;0
Insense: Incoherent Sensor Selection for Sparse Signals;0
Discrete Distribution for a Wiener Process Range and its Properties;0
Coherent control of flexural vibrations in dual-nanoweb fibers using phase-modulated two-frequency light;0
Static and Dynamic Magnetic Properties of FeMn/Pt Multilayers;0
Ultraproducts of crossed product von Neumann algebras;1
Concept Drift Detection and Adaptation with Hierarchical Hypothesis Testing;0
Interval-based Prediction Uncertainty Bound Computation in Learning with Missing Values;1
Methods for Interpreting and Understanding Deep Neural Networks;1
Passive Classification of Source Printer using Text-line-level Geometric Distortion Signatures from Scanned Images of Printed Documents;1
The duration of load effect in lumber as stochastic degradation;0
Partial Bridging of Vaccine Efficacy to New Populations;1
An induced map between rationalized classifying spaces for fibrations;1
The Statistical Recurrent Unit;0
Many-body localization in the droplet spectrum of the random XXZ quantum spin chain;1
FastDeepIoT: Towards Understanding and Optimizing Neural Network Execution Time on Mobile and Embedded Devices;1
Robust MPC for tracking of nonholonomic robots with additive disturbances;0
Investigation on the use of Hidden-Markov Models in automatic transcription of music;0
Network archaeology: phase transition in the recoverability of network history;0
Big Data, Data Science, and Civil Rights;1
Global well-posedness for 2-D Boussinesq system with the temperature-dependent viscosity and supercritical dissipation;1
CO~($J = 1-0$) Observations of a Filamentary Molecular Cloud in the Galactic Region Centered at $l = 150\arcdeg, b = 3.5\arcdeg$;0
Leveraging Deep Neural Network Activation Entropy to cope with Unseen Data in Speech Recognition;1
Asymmetric Preheating;0
A multi-device dataset for urban acoustic scene classification;1
Asymptotically preserving particle-in-cell methods for inhomogenous strongly magnetized plasmas;1
Cluster Failure Revisited: Impact of First Level Design and Data Quality on Cluster False Positive Rates;1
An Integrated Simulator and Dataset that Combines Grasping and Vision for Deep Learning;1
A Recursive Bayesian Approach To Describe Retinal Vasculature Geometry;1
Quantum Harmonic Analysis of the Density Matrix: Basics;1
The bromodomain-containing protein Ibd1 links multiple chromatin related protein complexes to highly expressed genes in Tetrahymena thermophila;1
A Bayesian Perspective on Generalization and Stochastic Gradient Descent;1
Higher Derivative Field Theories: Degeneracy Conditions and Classes;1
3D Morphology Prediction of Progressive Spinal Deformities from Probabilistic Modeling of Discriminant Manifolds;1
The Galaxy's Veil of Excited Hydrogen;0
Photonic-chip supercontinuum with tailored spectra for precision frequency metrology;1
Endogenizing Epistemic Actions;0
The Meaning of Memory Safety;1
The Flexible Group Spatial Keyword Query;0
Undersampled windowed exponentials and their applications;0
Globally Optimal Gradient Descent for a ConvNet with Gaussian Inputs;1
Detection of irregular QRS complexes using Hermite Transform and Support Vector Machine;0
On the Lipschitz equivalence of self-affine sets;1
The Gross-Pitaevskii equations of a static and spherically symmetric condensate of gravitons;1
Stability and instability in saddle point dynamics - Part I;0
Continual Prediction of Notification Attendance with Classical and Deep Network Approaches;1
Extensions of Operators, Liftings of Monads and Distributive Laws;0
Cascaded Incremental Nonlinear Dynamic Inversion Control for MAV Disturbance Rejection;0
Numerical Evaluation of Elliptic Functions, Elliptic Integrals and Modular Forms;0
In situ Electric Field Skyrmion Creation in Magnetoelectric Cu$_2$OSeO$_3$;1
An online sequence-to-sequence model for noisy speech recognition;1
Existence of infinite Viterbi path for pairwise Markov models;1
Coding for Segmented Edit Channels;1
Charge compensation at the interface between the polar NaCl(111) surface and a NaCl aqueous solution;1
CrowdTone: Crowd-powered tone feedback and improvement system for emails;1
A Deterministic and Generalized Framework for Unsupervised Learning with Restricted Boltzmann Machines;0
Integrability conditions for Compound Random Measures;0
Tunable low energy Ps beam for the anti-hydrogen free fall and for testing gravity with a Mach-Zehnder interferometer;0
An analysis of incorporating an external language model into a sequence-to-sequence model;1
Multi-Generator Generative Adversarial Nets;0
Neural Style Transfer: A Review;0
Distribution of water in the G327.3-0.6 massive star-forming region;0
Straightening rule for an $m'$-truncated polynomial ring;1
Effective Blog Pages Extractor for Better UGC Accessing;1
The Principle of Similitude in Biology: From Allometry to the Formulation of Dimensionally Homogenous `Laws';0
New insight into the dynamics of rhodopsin photoisomerization from one-dimensional quantum-classical modeling;1
High-order schemes for the Euler equations in cylindrical/spherical coordinates;0
Suppressing correlations in massively parallel simulations of lattice models;0
New bounds on the strength of some restrictions of Hindman's Theorem;0
"3D Face Morphable Models ""In-the-Wild""";0
Image Segmentation to Distinguish Between Overlapping Human Chromosomes;1
Implementing Large-Scale Agile Frameworks: Challenges and Recommendations;0
On The Limiting Distributions of the Total Height On Families of Trees;1
HESS J1826$-$130: A Very Hard $γ$-Ray Spectrum Source in the Galactic Plane;0
Laser opacity in underdense preplasma of solid targets due to quantum electrodynamics effects;0
Consequentialist conditional cooperation in social dilemmas with imperfect information;1
Casimir free energy of dielectric films: Classical limit, low-temperature behavior and control;1
Discriminant chronicles mining: Application to care pathways analytics;0
Adversarial Symmetric Variational Autoencoder;0
The singular locus of hypersurface sections containing a closed subscheme over finite fields;1
A Statistical Perspective on Inverse and Inverse Regression Problems;0
Model reduction for transport-dominated problems via online adaptive bases and adaptive sampling;0
Weighted parallel SGD for distributed unbalanced-workload training system;1
Neural Lander: Stable Drone Landing Control using Learned Dynamics;0
Finite-Time Stabilization of Longitudinal Control for Autonomous Vehicles via a Model-Free Approach;0
Review of Geraint F. Lewis and Luke A. Barnes, A Fortunate Universe: Life in a Finely Tuned Cosmos;1
Introducing SPAIN (SParse Audion INpainter);1
Palindromic Decompositions with Gaps and Errors;1
End-of-Use Core Triage in Extreme Scenarios Based on a Threshold Approach;1
A temperature-dependent implicit-solvent model of polyethylene glycol in aqueous solution;0
Directional Statistics and Filtering Using libDirectional;0
A solution of the dark energy and its coincidence problem based on local antigravity sources without fine-tuning or new scales;1
Active Bias: Training More Accurate Neural Networks by Emphasizing High Variance Samples;1
Optical signature of Weyl electronic structures in tantalum pnictides Ta$Pn$ ($Pn=$ P, As);1
A study of cyber security in hospitality industry- threats and countermeasures: case study in Reno, Nevada;1
Weak Fraisse categories;1
Multiple Stakeholders in Music Recommender Systems;0
Large time behavior of solution to nonlinear Dirac equation in $1+1$ dimensions;0
Compositions of Functions and Permutations Specified by Minimal Reaction Systems;1
The center problem for the Lotka reactions with generalized mass-action kinetics;0
Recovery of Missing Samples Using Sparse Approximation via a Convex Similarity Measure;0
Skin cancer reorganization and classification with deep neural network;1
Rescaled extrapolation for vector-valued functions;0
Separation of the charge density wave and superconducting states by an intermediate semimetal phase in pressurized TaTe2;1
Zero distribution for Angelesco Hermite--Padé polynomials;0
Atomic-scale identification of novel planar defect phases in heteroepitaxial YBa$_2$Cu$_3$O$_{7-δ}$ thin films;1
Self-consistent assessment of Englert-Schwinger model on atomic properties;0
Robust Blind Deconvolution via Mirror Descent;1
One-Dimensional Symmetry Protected Topological Phases and their Transitions;0
Proceedings Eighth International Symposium on Games, Automata, Logics and Formal Verification;1
Valence Bonds in Random Quantum Magnets: Theory and Application to YbMgGaO4;0
TuckER: Tensor Factorization for Knowledge Graph Completion;0
Taming Non-stationary Bandits: A Bayesian Approach;0
Smooth Primal-Dual Coordinate Descent Algorithms for Nonsmooth Convex Optimization;1
Guarantees for Greedy Maximization of Non-submodular Functions with Applications;0
Affine Metrics and Associated Algebroid Structures: Application to General Relativity;0
Controllability of temporal networks: An analysis using higher-order networks;0
Mapping momentum-dependent electron-phonon coupling and non-equilibrium phonon dynamics with ultrafast electron diffuse scattering;1
Meridional Circulation Dynamics in a Cyclic Convective Dynamo;0
Bayesian analysis of 210Pb dating;0
Analytic continuation with Padé decomposition;1
Imperative Functional Programs that Explain their Work;1
Synthetic dimensions in ultracold molecules: quantum strings and membranes;1
Self-Organization and The Origins of Life: The Managed-Metabolism Hypothesis;0
Pile-up Reduction, Bayesian Decomposition and Applications of Silicon Drift Detectors at LCLS;1
Online Learning to Rank in Stochastic Click Models;0
Transforming Coroutining Logic Programs into Equivalent CHR Programs;1
Gap and rings carved by vortices in protoplanetary dust;0
Wasserstein Dictionary Learning: Optimal Transport-based unsupervised non-linear dictionary learning;0
A Generalization of Smillie's Theorem on Strongly Cooperative Tridiagonal Systems;1
Geospatial Semantics;1
Stability of the sum of two solitary waves for (gDNLS) in the energy space;0
A BERT Baseline for the Natural Questions;0
Knowledge Evolution in Physics Research: An Analysis of Bibliographic Coupling Networks;0
On a lower bound for the energy functional on a family of Hamiltonian minimal Lagrangian tori in $\mathbb{C}P^2$;0
Dynamic Mortality Risk Predictions in Pediatric Critical Care Using Recurrent Neural Networks;1
Global Strichartz estimates for the Schrödinger equation with non zero boundary conditions and applications;0
Structure of $^{20}$Ne states in the resonance $^{16}$O+$α$ elastic scattering;1
Terminal-Pairability in Complete Bipartite Graphs;1
Rate-optimal Meta Learning of Classification Error;1
Fast, Robust, and Versatile Event Detection through HMM Belief State Gradient Measures;1
Geometric features of Vessiot--Guldberg Lie algebras of conformal and Killing vector fields on $\mathbb{R}^2$;1
Fermion inter-particle potentials in 5D and a dimensional restriction prescription to 4D;0
Characterizations of idempotent discrete uninorms;1
Constraints on the sum of neutrino masses using cosmological data including the latest extended Baryon Oscillation Spectroscopic Survey DR14 quasar sample;1
The effect of the choice of neural network depth and breadth on the size of its hypothesis space;1
Fairwashing: the risk of rationalization;1
Volume Dependence of N-Body Bound States;1
Tree-Structured Boosting: Connections Between Gradient Boosted Stumps and Full Decision Trees;1
Magnetic field influenced electron-impurity scattering and magnetotransport;1
Evidence for depletion of heavy silicon isotopes at comet 67P/Churyumov-Gerasimenko;1
Design, Simulation, and Testing of a Flexible Actuated Spine for Quadruped Robots;1
The landscape of NeuroImage-ing research;0
To tune or not to tune the number of trees in random forest?;1
SPH Modeling of Short-crested Waves;0
Tunneling Field-Effect Junctions with WS$_2$ barrier;1
Topological Larkin-Ovchinnikov phase and Majorana zero mode chain in bilayer superconducting topological insulator films;1
Optimization and Analysis of Wireless Powered Multi-antenna Cooperative Systems;1
Asai cube L-functions and the local Langlands conjecture;1
What's in a game? A theory of game models;0
Proposal for the Detection of Magnetic Monopoles in Spin Ice via Nanoscale Magnetometry;1
Rule-Based Spanish Morphological Analyzer Built From Spell Checking Lexicon;1
Learning Edge Representations via Low-Rank Asymmetric Projections;0
Inference, Prediction, and Control of Networked Epidemics;1
The Weisfeiler-Leman algorithm and the diameter of Schreier graphs;1
Correlations between primes in short intervals on curves over finite fields;1
Extracting and Exploiting Inherent Sparsity for Efficient IoT Support in 5G: Challenges and Potential Solutions;0
Existence and convexity of local solutions to degenerate hessian equations;0
Superexponential estimates and weighted lower bounds for the square function;0
Point-contact spectroscopy of superconducting energy gap in $\rm DyNi_2B_2C$;1
Parameterized Complexity of Safe Set;1
A Matrix Variate Skew-t Distribution;1
Status Updates Through Multicast Networks;0
Extension of Convolutional Neural Network with General Image Processing Kernels;1
Sound event detection using weakly labeled dataset with stacked convolutional and recurrent neural network;1
Categoricity and Universal Classes;1
Water, High-Altitude Condensates, and Possible Methane Depletion in the Atmosphere of the Warm Super-Neptune WASP-107b;1
Partial Order on the set of Boolean Regulatory Functions;1
Scalable solvers for complex electromagnetics problems;0
A flux-splitting method for hyperbolic-equation system of magnetized electron fluids in quasi-neutral plasmas;1
TransFlow: Unsupervised Motion Flow by Joint Geometric and Pixel-level Estimation;0
A General Pipeline for 3D Detection of Vehicles;0
Search for CII Emission on Cosmological Scales at Redshift Z~2.6;1
Ricci flow and diffeomorphism groups of 3-manifolds;1
RLlib: Abstractions for Distributed Reinforcement Learning;1
A Multiscale-Analysis of Stochastic Bistable Reaction-Diffusion Equations;0
MARGIN: Uncovering Deep Neural Networks using Graph Signal Analysis;1
SVCCA: Singular Vector Canonical Correlation Analysis for Deep Learning Dynamics and Interpretability;1
Discrete Choice and Rational Inattention: a General Equivalence Result;1
A Hardy inequality for ultraspherical expansions with an application to the sphere;0
Structured Variational Learning of Bayesian Neural Networks with Horseshoe Priors;1
Efficient Reinforcement Learning via Initial Pure Exploration;0
Stochastic Evolution of Augmented Born--Infeld Equations;0
T-matrix evaluation of acoustic radiation forces on nonspherical objects in Bessel beams;1
On the commutative center of Moufang loops;1
The Kontsevich tetrahedral flow in 2D: a toy model;0
Twin Learning for Similarity and Clustering: A Unified Kernel Approach;1
Big Data Analysis Using Shrinkage Strategies;1
Interpreter fr topologists;1
Parallel-Data-Free Voice Conversion Using Cycle-Consistent Adversarial Networks;1
Cross-validation in high-dimensional spaces: a lifeline for least-squares models and multi-class LDA;1
A new, large-scale map of interstellar reddening derived from HI emission;0
Seasonal modulation of seismicity: the competing/collaborative effect of the snow and ice load on the lithosphere;1
Existence and nonexistence of positive solutions to some fully nonlinear equation in one dimension;1
Shiba Bound States across the mobility edge in doped InAs nanowires;1
The Helsinki Neural Machine Translation System;0
Spatial distribution of nuclei in progressive nucleation: modeling and application;0
Finite-time Guarantees for Byzantine-Resilient Distributed State Estimation with Noisy Measurements;1
Constraining Polarized Foregrounds for EOR Experiments II: Polarization Leakage Simulations in the Avoidance Scheme;1
Collision Selective Visual Neural Network Inspired by LGMD2 Neurons in Juvenile Locusts;1
Multifractal invariant measures in expanding piecewise linear coupled maps;1
Virtually free finite-normal-subgroup-free groups are strongly verbally closed;1
Stochastic Geometry-based Comparison of Secrecy Enhancement Techniques in D2D Networks;0
Linear convergence of SDCA in statistical estimation;0
Plug-and-Play Unplugged: Optimization Free Reconstruction using Consensus Equilibrium;1
Using angular pair upweighting to improve 3D clustering measurements;1
Maximal entries of elements in certain matrix monoids;1
Generative Modeling of Multimodal Multi-Human Behavior;0
Deep Sets;1
Assortment Optimization under a Single Transition Model;0
Deconstructing Type III;0
The Digital Flynn Effect: Complexity of Posts on Social Media Increases over Time;1
Epistemic Modeling with Justifications;0
Emergent universal critical behavior of the 2D $N$-color Ashkin-Teller model in the presence of correlated disorder;0
Transport signatures of topological superconductivity in a proximity-coupled nanowire;0
An Empirical Study of Mini-Batch Creation Strategies for Neural Machine Translation;0
Network analyses of 4D genome datasets automate detection of community-scale gene structure and plasticity;1
Predicate Pairing for Program Verification;1
Entanglement entropy and computational complexity of the Anderson impurity model out of equilibrium I: quench dynamics;1
Be Careful What You Backpropagate: A Case For Linear Output Activations & Gradient Boosting;1
A model theoretic Rieffel's theorem of quantum 2-torus;0
Introducing the Simulated Flying Shapes and Simulated Planar Manipulator Datasets;1
Couplings and quantitative contraction rates for Langevin dynamics;0
Stacked transfer learning for tropical cyclone intensity prediction;1
Generalized Gray codes with prescribed ends of small dimensions;1
Elementary-base cirquent calculus I: Parallel and choice connectives;0
Targeted and Imaging-guided In Vivo Photodynamic Therapy of Tumors Using Dual-functional, Aggregation-induced Emission Nanoparticles;1
TOSC: an algorithm for the tomography of spotted transit chords;1
Bayesian uncertainty quantification for epidemic spread on networks;1
Switching divergences for spectral learning in blind speech dereverberation;0
The correlation between the sizes of globular cluster systems and their host dark matter haloes;1
Variation of field enhancement factor near the emitter tip;1
Benchmark Environments for Multitask Learning in Continuous Domains;1
A Multiple Linear Regression Approach For Estimating the Market Value of Football Players in Forward Position;1
Application of the Huang-Hilbert transform and natural time to the analysis of Seismic Electric Signal activities;0
The Hurwitz Subgroups of $E_6(2)$;0
Three IQs of AI Systems and their Testing Methods;1
Polynomial functors in manifold calculus;0
Tikhonov Regularization for Long Short-Term Memory Networks;1
On the shape operator of relatively parallel hypersurfaces in the $n$-dimensional relative differential geometry;0
Soft Pneumatic Gelatin Actuator for Edible Robotics;1
Deep learning for extracting protein-protein interactions from biomedical literature;0
Hierarchical VampPrior Variational Fair Auto-Encoder;1
MHD Models of Gamma-ray Emission in WR 11;0
Caulking the Leakage Effect in MEEG Source Connectivity Analysis;0
New ADS Functionality for the Curator;0
Survey of reasoning using Neural networks;1
Recurrent Neural Network-based Model Predictive Control for Continuous Pharmaceutical Manufacturing;1
"A unitary ""quantization commutes with reduction"" map for the adjoint action of a compact Lie group";0
Electron Paramagnetic Resonance Spectroscopy of Er$^{3+}$:Y$_2$SiO$_5$ Using Josephson Bifurcation Amplifier: Observation of Hyperfine and Quadrupole Structures;1
Step Detection Algorithm For Accurate Distance Estimation Using Dynamic Step Length;1
Digging Into Self-Supervised Monocular Depth Estimation;0
The Causality/Repair Connection in Databases: Causality-Programs;1
Two-temperature logistic regression based on the Tsallis divergence;0
Bootstrapped synthetic likelihood;0
The Weinstein conjecture for iterated planar contact structures;0
Privacy-Preserving Deep Learning via Weight Transmission;0
CORRECT: Code Reviewer Recommendation in GitHub Based on Cross-Project and Technology Experience;1
Charged Perfect Fluid Distribution for Cosmological Universe Interacting With Massive Scalar Field in Brans-Dicke Theory;1
Finite homogeneous geometries;0
Weakly-Private Information Retrieval;0
Concentrated Differentially Private Gradient Descent with Adaptive per-Iteration Privacy Budget;1
"""The universal meaning of the quantum of action"", by Jun Ishiwara";0
Barrier to recombination of oppositely charged large polarons;1
Metric Reduction and Generalized Holomorphic Structures;0
Learning of Optimal Forecast Aggregation in Partial Evidence Environments;1
Distributed Unknown-Input-Observers for Cyber Attack Detection and Isolation in Formation Flying UAVs;0
Exponential Decay of the lengths of Spectral Gaps for Extended Harper's Model with Liouvillean Frequency;0
Topological Landau-Zener Bloch Oscillations in Photonic Floquet Lieb Lattices;1
Assessing the impact of bulk and shear viscosities on large scale structure formation;1
Correlations in eigenfunctions of quantum chaotic systems with sparse Hamiltonian matrices;0
Fast Trajectory Optimization for Legged Robots using Vertex-based ZMP Constraints;1
Electric Field Properties inside Central Gap of Dipole Micro/Nano Antennas Operating at 30 THz;1
Towards Understanding the Invertibility of Convolutional Neural Networks;1
An effective algorithm for hyperparameter optimization of neural networks;1
On estimation in varying coefficient models for sparse and irregularly sampled functional data;1
Large-degree asymptotics of rational Painleve-IV functions associated to generalized Hermite polynomials;1
Lattice Boltzmann study of chemically-driven self-propelled droplets;0
RDMAvisor: Toward Deploying Scalable and Simple RDMA as a Service in Datacenters;1
Towards a better understanding of the matrix product function approximation algorithm in application to quantum physics;1
Explicit polynomial sequences with maximal spaces of partial derivatives and a question of K. Mulmuley;1
Plane graphs without 4- and 5-cycles and without ext-triangular 7-cycles are 3-colorable;0
Temporal Logic Task Planning and Intermittent Connectivity Control of Mobile Robot Networks;0
Second-oder analysis in second-oder cone programming;0
Understanding Deep Learning Performance through an Examination of Test Set Difficulty: A Psychometric Case Study;1
The homotopy theory of coalgebras over simplicial comonads;0
Spatio-temporal analysis of regional unemployment rates: A comparison of model based approaches;0
Accelerating solutions of one-dimensional unsteady PDEs with GPU-based swept time-space decomposition;1
Efficiency Analysis of ASP Encodings for Sequential Pattern Mining Tasks;1
Fukaya categories in Koszul duality theory;1
BSDEs and SDEs with time-advanced and -delayed coefficients;1
Characterizing information importance and the effect on the spread in various graph topologies;1
Quantum criticality at the superconductor to insulator transition revealed by specific heat measurements;0
Continuous-Time Gaussian Process Motion Planning via Probabilistic Inference;1
Polynomially and Infinitesimally Injective Modules;0
Nonstandard Methods in Ramsey Theory and Combinatorial Number Theory;1
When is Network Lasso Accurate?;1
T-ROME: A Simple and Energy Efficient Tree Routing Protocol for Low-Power Wake-up Receivers;1
Classifying the Correctness of Generated White-Box Tests: An Exploratory Study;1
Numerical Simulations of Saturn's B Ring: Granular Friction as a Mediator between Self-Gravity and Viscous Overstability;0
Shock-darkening in ordinary chondrites: determination of the pressure-temperature conditions by shock physics mesoscale modeling;1
On the Global Fluctuations of Block Gaussian Matrices;0
Carnot Efficiency of Publication;0
EV-FlowNet: Self-Supervised Optical Flow Estimation for Event-based Cameras;1
Deep Active Learning for Named Entity Recognition;0
Bipedal Walking with Corrective Actions in the Tilt Phase Space;0
TimeNet: Pre-trained deep recurrent neural network for time series classification;1
Differentially Private Federated Learning: A Client Level Perspective;1
Okapi: Causally Consistent Geo-Replication Made Faster, Cheaper and More Available;1
Emergence of epithelial cell density waves;0
Complex Analysis of Real Functions IV: Non-Integrable Real Functions;0
Convolution Aware Initialization;0
A Multitask Diffusion Strategy with Optimized Inter-Cluster Cooperation;1
High Resolution Observations of the Massive Protostar in IRAS18566+0408;1
MEDL and MEDLA: Methods for Assessment of Scaling by Medians of Log-Squared Nondecimated Wavelet Coefficients;1
A Two-Level Graph Partitioning Problem Arising in Mobile Wireless Communications;0
Emotion Specification from Musical Stimuli: An EEG Study with AFA and DFA;0
The light pollution as a surrogate for urban population of the US cities;0
Analytic calculation of radio emission from parameterized extensive air showers, a tool to extract shower parameters;1
Akhmediev Breathers and Peregrine Solitary Waves in a Quadratic Medium;0
Novel approaches to spectral properties of correlated electron materials: From generalized Kohn-Sham theory to screened exchange dynamical mean field theory;1
Flux-Rope Twist in Eruptive Flares and CMEs: due to Zipper and Main-Phase Reconnection;1
On the classification of Kantor pairs and structurable algebras in characteristic 5;1
Cross-lingual Distillation for Text Classification;1
Characterization of Majorana-Ising phase transition in a helical liquid system;1
Monotonicity and symmetry of nonnegative solutions to $ -Δu=f(u) $ in half-planes and strips;0
Gini-regularized Optimal Transport with an Application to Spatio-Temporal Forecasting;0
Indicators of Conformal Field Theory: entanglement entropy and multiple-point correlators;1
Classical Entanglement Structure in the Wavefunction of Inflationary Fluctuations;1
Pulsejet engine dynamics in vertical motion using momentum conservation;0
Mitigating Blackout Risk via Maintenance : Inference from Simulation Data;1
Evolving to Non-round Weingarten Spheres: Integer Linear Hopf Flows;1
On Infinite Linear Programming and the Moment Approach to Deterministic Infinite Horizon Discounted Optimal Control Problems;0
Granular permittivity representation in extremely near-field light-matter interactions processes;1
Application of Superhalogens in the Design of Organic Superconductors;1
Inhomogeneous hard-core bosonic mixture with checkerboard supersolid phase: Quantum and thermal phase diagram;1
Width-$k$ Generalizations of Classical Permutation Statistics;1
Klout Topics for Modeling Interests and Expertise of Users Across Social Networks;1
Set-Based Tests for Genetic Association Using the Generalized Berk-Jones Statistic;1
Comprehensive Modeling of Three-Phase Distribution Systems via the Bus Admittance Matrix;1
$c$-vectors of 2-Calabi--Yau categories and Borel subalgebras of ${\mathfrak{sl}}_{\infty}$;0
Electrostatic interaction between non-identical charged particles at an electrolyte interface;1
The weighted connection and sectional curvature for manifolds with density;0
Control and Limit Enforcements for VSC Multi-Terminal HVDC in Newton Power Flow;0
A.Ya. Khintchine's Work in Probability Theory;0
Dynamic Complexity under Definable Changes;0
The Planar Sandwich and Other 1D Planar Heat Flow Test Problems in ExactPack;0
Difficulties of Timestamping Archived Web Pages;0
Cops and robber on grids and tori;0
Measuring Gender Inequalities of German Professions on Wikipedia;0
Contact Adaption during Epidemics: A Multilayer Network Formulation Approach;1
Estimation in the convolution structure density model. Part I: oracle inequalities;0
Candidate exoplanet host HD131399A: a nascent Am star;1
Toward Quantum Combinatorial Games;0
Markov $L_2$ inequality with the Gegenbauer weight;0
A Note on Some Approximation Kernels on the Sphere;1
Machine Learning as Statistical Data Assimilation;1
Nonparametric estimation of the kernel function of symmetric stable moving average random functions;1
Fermions in Two Dimensions: Scattering and Many-Body Properties;0
Moving Horizon Estimation for ARMAX process with t-Distribution Noise;0
Chimera states in brain networks: empirical neural vs. modular fractal connectivity;1
Bayesian surrogate learning in dynamic simulator-based regression problems;0
Stationary solutions for the ellipsoidal BGK model in a slab;0
Raman signatures of monoclinic distortion in (Ba$_{1-x}$Sr$_{x}$)$_{3}$CaNb$_{2}$O$_{9}$ complex perovskites;0
On Quadratic Penalties in Elastic Weight Consolidation;0
The design of the ILD forward region;1
Conduction Channel Formation and Dissolution Due to Oxygen Thermophoresis/Diffusion in Hafnium Oxide Memristors;1
Improving Massive MIMO Belief Propagation Detector with Deep Neural Network;1
Trend Analysis on the Metadata of Program Comprehension Papers;1
Combinatorial views on persistent characters in phylogenetics;1
Distribution of residuals in the nonparametric IV model with application to separability testing;0
Scene Graph Generation by Iterative Message Passing;0
On the Apparent Power Law in CDM Halo Pseudo Phase Space Density Profiles;0
Heavy tailed approximate identities and $σ$-stable Markov kernels;1
Spreading of correlations in the Falicov-Kimball model;0
Direct Estimation of Information Divergence Using Nearest Neighbor Ratios;1
Efficiently Learning Mixtures of Mallows Models;0
Optimal Scheduling of Electrolyzer in Power Market with Dynamic Prices;0
Determination of the thermopower of microscale samples with an AC method;1
Food for Thought: Analyzing Public Opinion on the Supplemental Nutrition Assistance Program;0
Hasse diagrams of non-isomorphic posets with $n$ elements, $2\leq n \leq 7,$ and the number of posets with $10$ elements, without the aid of any computer program;1
Variable screening with multiple studies;1
Gaussian-Constrained training for speaker verification;1
Structural Change in (Economic) Time Series;0
Exploiting Hierarchy in the Abstraction-Based Verification of Statecharts Using SMT Solvers;1
Modulus consensus in discrete-time signed networks and properties of special recurrent inequalities;0
Mobility Transition at Grain Boundaries in Two-Step Sintered 8 mol% Yttria Stabilized Zirconia;1
